id,date,season_id,year,month,is_holiday,weekday,is_workingday,weather_condition,temperature,feels_like_temp,humidity,wind_speed,total_users
610,2019-09-01,3,1,9,0,6,0,2,30.886653,35.1327,63.8333,7.583529,6140
611,2019-09-02,3,1,9,0,0,0,2,28.563347,32.45,81.5,4.2927436,5810
612,2019-09-03,3,1,9,1,1,0,1,29.0075,33.08145,79.0833,10.125107,6034
613,2019-09-04,3,1,9,0,2,1,1,29.759153,34.3444,75.5,15.833507,6864
614,2019-09-05,3,1,9,0,3,1,1,30.203347,35.44915,74.125,12.583136,7112
615,2019-09-06,3,1,9,0,4,1,2,28.563347,32.76645,81.0417,9.542207,6203
616,2019-09-07,3,1,9,0,5,1,1,28.836653,32.8602,73.625,11.500282,7504
617,2019-09-08,3,1,9,0,6,0,2,27.025847,30.55605,79.9167,18.833968,5976
618,2019-09-09,3,1,9,0,0,0,1,25.01,28.94625,54.75,15.041232,8227
619,2019-09-10,3,1,9,0,1,1,1,23.916653,28.2827,50.375,17.333771,7525
620,2019-09-11,3,1,9,0,2,1,1,23.6775,27.7146,52.0,6.1676314,7767
621,2019-09-12,3,1,9,0,3,1,1,24.565847,28.50375,57.7083,8.833682,7870
622,2019-09-13,3,1,9,0,4,1,1,25.1125,28.9779,63.7083,5.5422936,7804
623,2019-09-14,3,1,9,0,5,1,1,25.966653,29.70415,67.25,6.958821,8009
624,2019-09-15,3,1,9,0,6,0,1,24.941653,29.29335,50.1667,16.583907,8714
625,2019-09-16,3,1,9,0,0,0,1,23.78,28.15625,57.0,6.0422811,7333
626,2019-09-17,3,1,9,0,1,1,2,23.814153,27.6525,73.4583,10.166714,6869
627,2019-09-18,3,1,9,0,2,1,2,25.556653,28.25335,87.25,23.958329,4073
628,2019-09-19,3,1,9,0,3,1,1,22.6525,27.0202,53.6667,14.416725,7591
629,2019-09-20,3,1,9,0,4,1,1,22.413347,26.6096,61.8333,7.917189,7720
630,2019-09-21,3,1,9,0,5,1,1,24.565847,28.59855,66.875,10.333343,8167
631,2019-09-22,3,1,9,0,6,0,1,26.65,30.5244,64.6667,19.000061,8395
632,2019-09-23,4,1,9,0,0,0,1,21.695847,25.94665,46.7083,14.958286,7907
633,2019-09-24,4,1,9,0,1,1,1,21.080847,25.12565,49.2917,9.541068,7436
634,2019-09-25,4,1,9,0,2,1,1,22.55,27.20895,57.0,15.833507,7538
635,2019-09-26,4,1,9,0,3,1,1,26.035,29.83065,63.0833,16.3748,7733
636,2019-09-27,4,1,9,0,4,1,2,26.65,30.39875,69.0833,9.000914,7393
637,2019-09-28,4,1,9,0,5,1,2,25.385847,29.29315,69.0,10.999993,7415
638,2019-09-29,4,1,9,0,6,0,1,22.2425,26.5148,54.2917,15.249468,8555
639,2019-09-30,4,1,9,0,0,0,1,21.593347,25.88315,58.3333,9.042186,6889
640,2019-10-01,4,1,10,0,1,1,2,21.354153,25.6,64.9167,6.0838814,6778
641,2019-10-02,4,1,10,0,2,1,3,24.224153,27.11665,87.1667,6.999825,4639
642,2019-10-03,4,1,10,0,3,1,2,26.9575,29.95665,79.375,4.4585686,7572
643,2019-10-04,4,1,10,0,4,1,2,26.9575,30.39875,72.2917,7.875582,7328
644,2019-10-05,4,1,10,0,5,1,1,25.215,29.00935,62.75,7.12545,8156
645,2019-10-06,4,1,10,0,6,0,1,22.720847,26.92605,66.4167,17.957675,7965
646,2019-10-07,4,1,10,0,0,0,2,17.049153,20.99065,70.8333,9.457854,3510
647,2019-10-08,4,1,10,1,1,0,2,15.716653,19.3804,70.9583,12.708493,5478
648,2019-10-09,4,1,10,0,2,1,2,18.313347,21.9056,76.1667,12.7501,6392
649,2019-10-10,4,1,10,0,3,1,1,21.080847,25.1571,63.0833,12.584007,7691
650,2019-10-11,4,1,10,0,4,1,1,17.835,21.55835,46.3333,12.166932,7570
651,2019-10-12,4,1,10,0,5,1,1,17.9375,21.65355,53.9167,15.751164,7282
652,2019-10-13,4,1,10,0,6,0,1,16.126653,19.5698,49.4583,9.791514,7109
653,2019-10-14,4,1,10,0,0,0,1,21.388347,25.4102,64.0417,18.667004,6639
654,2019-10-15,4,1,10,0,1,1,2,23.028347,26.9575,70.75,19.834479,5875
655,2019-10-16,4,1,10,0,2,1,1,19.201653,23.0423,55.8333,12.208807,7534
656,2019-10-17,4,1,10,0,3,1,1,18.689153,22.5054,69.2917,6.791857,7461
657,2019-10-18,4,1,10,0,4,1,2,21.4225,25.63125,72.8333,15.874779,7509
658,2019-10-19,4,1,10,0,5,1,2,23.096653,26.8948,81.5,9.041918,5424
659,2019-10-20,4,1,10,0,6,0,1,19.850847,23.6421,57.2917,7.874979,8090
660,2019-10-21,4,1,10,0,0,0,1,19.030847,22.82145,51.0,11.125618,6824
661,2019-10-22,4,1,10,0,1,1,1,19.9875,24.1471,56.8333,5.4593811,7058
662,2019-10-23,4,1,10,0,2,1,1,22.310847,26.5152,64.1667,6.3345686,7466
663,2019-10-24,4,1,10,0,3,1,1,24.0875,27.93605,63.625,4.8762064,7693
664,2019-10-25,4,1,10,0,4,1,2,22.55,26.4844,80.0417,8.333125,7359
665,2019-10-26,4,1,10,0,5,1,2,22.379153,26.1375,80.7083,8.875289,7444
666,2019-10-27,4,1,10,0,6,0,2,21.73,25.75665,72.0,15.791364,7852
667,2019-10-28,4,1,10,0,0,0,2,19.5775,23.38855,69.4583,26.666536,4459
668,2019-10-29,4,1,10,0,1,1,3,18.04,21.97,88.0,23.9994,22
669,2019-10-30,4,1,10,0,2,1,2,13.045462,15.49545,82.5455,14.271603,1096
670,2019-10-31,4,1,10,0,3,1,2,14.6575,18.055,66.6667,11.166689,5566
671,2019-11-01,4,1,11,0,4,1,2,14.999153,18.4971,58.1667,10.542182,5986
672,2019-11-02,4,1,11,0,5,1,1,14.555,17.8021,52.2083,17.833725,5847
673,2019-11-03,4,1,11,0,6,0,2,14.076653,16.1923,49.125,18.125443,5138
674,2019-11-04,4,1,11,0,0,0,1,13.359153,16.4769,53.2917,12.000236,5107
675,2019-11-05,4,1,11,0,1,1,1,13.085847,15.40375,49.4167,15.833775,5259
676,2019-11-06,4,1,11,0,2,1,1,11.514153,14.07835,56.7083,11.625371,5686
677,2019-11-07,4,1,11,0,3,1,2,12.129153,13.73105,54.75,20.375236,5035
678,2019-11-08,4,1,11,0,4,1,1,14.439134,17.09455,33.3478,23.304945,5315
679,2019-11-09,4,1,11,0,5,1,1,14.828347,17.77065,54.0833,14.375386,5992
680,2019-11-10,4,1,11,0,6,0,1,15.955847,19.69685,64.5417,3.8756686,6536
681,2019-11-11,4,1,11,0,0,0,1,17.254153,21.08565,65.9167,8.5425,6852
682,2019-11-12,4,1,11,1,1,0,1,19.885,23.76915,74.1667,11.625639,6269
683,2019-11-13,4,1,11,0,2,1,2,14.076653,16.16125,66.2917,22.917082,4094
684,2019-11-14,4,1,11,0,3,1,1,11.855847,14.07815,55.2083,13.374875,5495
685,2019-11-15,4,1,11,0,4,1,2,13.188347,16.2246,62.0417,10.250129,5445
686,2019-11-16,4,1,11,0,5,1,1,14.145,17.3602,52.4583,11.458675,5698
687,2019-11-17,4,1,11,0,6,0,1,13.325,16.31915,54.5417,12.041843,5629
688,2019-11-18,4,1,11,0,0,0,1,14.0425,16.8873,69.2917,15.250004,4669
689,2019-11-19,4,1,11,0,1,1,2,15.614153,18.78105,62.3333,15.749489,5499
690,2019-11-20,4,1,11,0,2,1,2,15.340847,19.03335,68.5,5.542575,5634
691,2019-11-21,4,1,11,0,3,1,1,14.486653,18.2446,61.375,6.917482,5146
692,2019-11-22,4,1,11,1,4,0,1,13.94,17.51855,58.0417,3.5423436,2425
693,2019-11-23,4,1,11,0,5,1,1,15.101653,18.93895,56.875,9.917407,3910
694,2019-11-24,4,1,11,0,6,0,1,11.411653,12.4371,40.4583,25.250357,2277
695,2019-11-25,4,1,11,0,0,0,1,10.079153,12.87915,46.8333,10.0835,2424
696,2019-11-26,4,1,11,0,1,1,1,12.846653,16.9502,53.5417,3.12555,5087
697,2019-11-27,4,1,11,0,2,1,2,11.958347,14.0779,78.6667,15.916654,3959
698,2019-11-28,4,1,11,0,3,1,1,12.163347,14.4881,50.625,14.125007,5260
699,2019-11-29,4,1,11,0,4,1,1,11.51567,14.9211,55.5652,7.739974,5323
700,2019-11-30,4,1,11,0,5,1,1,12.231653,16.19335,64.9583,3.9175436,5668
701,2019-12-01,4,1,12,0,6,0,2,12.231653,15.8452,80.6667,4.0001814,5191
702,2019-12-02,4,1,12,0,0,0,2,14.2475,17.9604,82.3333,8.333393,4649
703,2019-12-03,4,1,12,0,1,1,1,18.5525,22.7898,76.75,5.5422936,6234
704,2019-12-04,4,1,12,0,2,1,1,19.509153,23.4527,73.375,11.666643,6606
705,2019-12-05,4,1,12,0,3,1,1,17.971653,21.4006,48.5,21.709407,5729
706,2019-12-06,4,1,12,0,4,1,1,10.489153,12.9102,50.875,11.708518,5375
707,2019-12-07,4,1,12,0,5,1,2,13.154153,16.0979,76.4167,8.7502,5008
708,2019-12-08,4,1,12,0,6,0,2,15.648347,19.4754,91.125,6.792393,5582
709,2019-12-09,4,1,12,0,0,0,2,15.750847,19.5073,90.5417,10.584325,3228
710,2019-12-10,4,1,12,0,1,1,2,17.869153,21.77875,92.5,12.750636,5170
711,2019-12-11,4,1,12,0,2,1,2,14.486653,16.91815,59.6667,19.834479,5501
712,2019-12-12,4,1,12,0,3,1,2,12.1975,14.8669,53.8333,10.916779,5319
713,2019-12-13,4,1,12,0,4,1,1,12.129153,14.7094,48.5833,11.666643,5532
714,2019-12-14,4,1,12,0,5,1,1,11.548347,14.7096,64.2917,8.792343,5611
715,2019-12-15,4,1,12,0,6,0,1,13.290847,16.91915,65.0417,7.12545,5047
716,2019-12-16,4,1,12,0,0,0,2,14.8625,18.4969,83.875,6.749714,3786
717,2019-12-17,4,1,12,0,1,1,2,16.126653,20.075,90.7083,6.5833061,4585
718,2019-12-18,4,1,12,0,2,1,1,16.844153,20.4854,66.625,14.834068,5557
719,2019-12-19,4,1,12,0,3,1,1,13.6325,17.1081,62.5417,12.334164,5267
720,2019-12-20,4,1,12,0,4,1,2,13.53,16.76085,66.7917,8.875021,4128
721,2019-12-21,1,1,12,0,5,1,2,13.393347,15.08835,55.6667,25.083661,3623
722,2019-12-22,1,1,12,0,6,0,1,10.899153,11.80565,44.125,27.292182,1749
723,2019-12-23,1,1,12,0,0,0,1,10.079153,12.97355,51.5417,8.916561,1787
724,2019-12-24,1,1,12,0,1,1,2,9.483464,12.945,79.1304,5.1744368,920
725,2019-12-25,1,1,12,1,2,0,2,11.943464,14.72325,73.4783,11.304642,1013
726,2019-12-26,1,1,12,0,3,1,3,9.976653,11.01665,82.3333,21.208582,441
727,2019-12-27,1,1,12,0,4,1,2,10.420847,11.3321,65.2917,23.458911,2114
728,2019-12-28,1,1,12,0,5,1,2,10.386653,12.7523,59.0,10.416557,3095
729,2019-12-29,1,1,12,0,6,0,2,10.386653,12.12,75.2917,8.333661,1341
730,2019-12-30,1,1,12,0,0,0,1,10.489153,11.585,48.3333,23.500518,1796
731,2019-12-31,1,1,12,0,1,1,2,8.849153,11.17435,57.75,10.374682,2729
